FECHA,C.S RUBI,C.S INTIPAMPA,C.S MAJES,C.S REPARTICION,C.S MOQUEGUA FV,C.S PANAMERICANA SOLAR,C.S TACNA SOLAR
02/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
02/01/2019 05:00,0.9512,0.2326,0.0182,0.0599,0.0106,0.6445,0.1538
02/01/2019 06:00,47.5753,10.7310,1.4687,1.3325,4.0311,10.2530,6.6810
02/01/2019 07:00,116.2868,28.1653,5.1876,5.0670,12.1312,14.7890,11.2155
02/01/2019 08:00,132.3791,34.7727,9.8175,9.4583,14.0390,15.9650,16.2665
02/01/2019 09:00,140.5813,36.3581,13.5614,13.2974,14.6558,16.3220,15.9264
02/01/2019 10:00,143.3267,37.5725,16.2174,15.6141,14.9639,16.5660,15.0256
02/01/2019 11:00,144.2948,37.8611,17.5069,17.3500,15.1267,16.6598,16.3306
02/01/2019 12:00,145.4134,39.9519,17.8979,17.9572,14.9682,17.1248,13.5791
02/01/2019 13:00,147.2572,25.7084,17.1528,17.4834,13.2171,13.7030,8.6670
02/01/2019 14:00,117.5872,9.4151,14.8150,12.7141,10.8646,9.2315,7.9566
02/01/2019 15:00,75.0409,8.2514,8.1687,8.4127,6.5629,5.9303,6.8438
02/01/2019 16:00,27.9166,2.8441,5.0548,2.8219,4.0711,2.1918,4.2163
02/01/2019 17:00,11.8926,1.5558,1.8917,1.0827,1.2363,0.1248,0.8979
02/01/2019 18:00,1.0590,0.1866,0.1465,0.0795,0.1332,0.0000,0.0000
02/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
02/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
02/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
02/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
02/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 05:00,1.2670,0.3938,0.0570,0.0400,0.0130,0.4183,0.0378
03/01/2019 06:00,27.5989,6.4325,2.4053,1.3121,2.6830,6.6603,3.3613
03/01/2019 07:00,78.9115,26.4062,5.3620,3.7799,8.6563,12.5770,7.4437
03/01/2019 08:00,105.2316,17.9651,11.3898,8.6381,12.4669,14.7075,13.4392
03/01/2019 09:00,122.2599,13.9006,14.6102,12.8063,13.4462,11.7378,13.4924
03/01/2019 10:00,65.9926,19.5825,16.5397,14.5015,10.0831,12.4408,9.8025
03/01/2019 11:00,92.2976,28.4234,16.2393,12.2511,12.3571,15.2608,8.8564
03/01/2019 12:00,119.9479,29.9923,13.5378,16.1922,14.8142,14.4478,17.5208
03/01/2019 13:00,94.2628,20.0687,11.7945,15.8871,10.2754,8.4513,18.3254
03/01/2019 14:00,98.7488,15.9942,12.2818,15.1968,7.1057,8.3785,15.9627
03/01/2019 15:00,73.7253,13.2744,12.0443,12.6721,7.7381,9.6443,12.1639
03/01/2019 16:00,92.1323,10.1723,6.4385,7.0256,6.8280,5.8740,7.7279
03/01/2019 17:00,50.1585,7.7056,2.5204,2.6641,3.8051,2.1660,5.8530
03/01/2019 18:00,6.3443,1.0219,0.2767,0.2391,1.0227,0.1688,0.2981
03/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 05:00,1.6388,0.2377,0.0255,0.0377,0.0016,0.0158,0.0282
04/01/2019 06:00,35.9909,9.7248,1.9762,1.5934,0.4534,1.4198,0.9672
04/01/2019 07:00,93.8441,23.3697,5.2416,4.9689,2.5401,5.9348,4.6358
04/01/2019 08:00,128.0765,27.9144,9.8133,8.9564,10.7644,13.1078,12.0213
04/01/2019 09:00,132.7298,35.3650,13.8010,13.2419,14.0450,15.7455,13.3858
04/01/2019 10:00,141.2901,33.8900,16.6724,15.9249,12.5925,12.6233,16.6361
04/01/2019 11:00,140.9673,35.8653,18.0452,17.3332,13.5706,16.7198,17.8262
04/01/2019 12:00,144.8307,36.8359,18.3747,17.7956,15.3149,16.7490,17.9520
04/01/2019 13:00,142.2469,37.3310,17.5526,16.8526,14.9341,16.8078,18.1274
04/01/2019 14:00,139.8062,37.7488,15.1308,14.6707,14.6056,16.3345,17.7078
04/01/2019 15:00,132.2701,34.6139,11.5480,11.2961,14.1030,15.4283,16.7276
04/01/2019 16:00,118.2785,23.2575,6.9137,6.9464,13.1263,13.4623,14.8101
04/01/2019 17:00,67.2519,9.1636,2.4178,2.4703,10.6427,7.3593,9.0131
04/01/2019 18:00,7.0373,1.2675,0.3454,0.2274,2.5935,0.2270,0.7050
04/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 05:00,0.8225,0.1511,0.0164,0.0284,0.0000,0.0683,0.0000
05/01/2019 06:00,43.3608,9.1291,1.5071,1.4096,0.6199,2.4425,0.5800
05/01/2019 07:00,117.0356,27.1436,5.3629,4.9128,3.8585,14.1053,5.3535
05/01/2019 08:00,136.1262,33.9598,9.9742,9.5208,13.2488,16.0303,15.6153
05/01/2019 09:00,142.6967,35.8864,13.8817,13.3417,14.5179,16.2440,16.8692
05/01/2019 10:00,144.2623,37.2466,16.5670,16.0031,14.7940,16.4115,17.9734
05/01/2019 11:00,144.2154,37.9103,17.9505,17.4736,14.8533,16.7420,17.8866
05/01/2019 12:00,143.6607,37.1700,18.1213,17.9156,14.9263,16.7758,17.3154
05/01/2019 13:00,143.8538,35.5886,17.2396,16.8645,14.7964,16.7715,18.1744
05/01/2019 14:00,141.5305,36.2956,15.1331,14.6567,14.3963,16.2730,17.9811
05/01/2019 15:00,137.8281,35.1785,11.5838,11.3478,13.8699,15.3643,17.3411
05/01/2019 16:00,127.0624,28.8256,6.8759,6.8619,13.1596,13.6413,15.5185
05/01/2019 17:00,68.7593,12.5259,2.6811,2.5516,10.6385,7.0445,3.5241
05/01/2019 18:00,5.8193,1.0525,0.3461,0.2303,2.2220,0.1733,0.5038
05/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 05:00,1.7342,0.4018,0.0126,0.0234,0.0000,0.0918,0.0000
06/01/2019 06:00,27.1238,10.2927,1.5108,1.4499,0.5933,1.3495,0.5425
06/01/2019 07:00,114.4150,21.1903,5.1407,5.0379,1.8580,3.7768,2.2864
06/01/2019 08:00,135.4053,33.6842,10.2338,9.2404,4.0946,12.5910,9.0240
06/01/2019 09:00,141.0871,36.1696,13.9814,12.5450,12.5056,16.4935,14.9611
06/01/2019 10:00,144.2404,37.2470,16.6310,16.2339,14.8220,16.6065,17.7616
06/01/2019 11:00,145.6675,37.7451,18.0797,17.4333,15.1438,16.9095,18.3287
06/01/2019 12:00,146.1211,37.3364,18.3050,17.4342,15.3358,17.0070,18.2592
06/01/2019 13:00,146.7316,36.8277,17.5069,16.3237,15.2181,16.5385,18.3148
06/01/2019 14:00,139.9027,36.4093,14.5541,14.5401,14.8046,15.8908,18.0909
06/01/2019 15:00,128.0533,34.5258,10.2434,11.3698,14.2223,14.1770,17.0318
06/01/2019 16:00,124.0678,26.0581,6.2756,7.0930,11.9999,13.2498,13.8100
06/01/2019 17:00,60.6978,12.3794,1.8988,2.4188,10.4493,6.2550,4.8707
06/01/2019 18:00,4.8514,1.0999,0.2534,0.1992,1.8425,0.2043,0.1233
06/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 05:00,0.2531,0.3212,0.0000,0.0005,0.0000,0.0000,0.0501
07/01/2019 06:00,7.5540,11.1699,0.4437,0.7688,0.4405,0.5423,0.8625
07/01/2019 07:00,20.7100,28.4782,1.6483,2.3150,1.4433,1.5378,1.8745
07/01/2019 08:00,41.4296,36.2207,2.9806,4.5960,2.6223,2.4595,2.9358
07/01/2019 09:00,84.9280,37.3019,4.3266,12.3660,2.4540,2.0175,5.5758
07/01/2019 10:00,130.5001,38.1674,6.8584,16.7143,3.5154,5.8853,5.1308
07/01/2019 11:00,103.3013,39.2382,8.0938,15.5734,6.3658,8.6843,3.7999
07/01/2019 12:00,110.7225,38.3381,13.4337,17.8119,7.1402,4.9728,4.0646
07/01/2019 13:00,83.4242,34.5160,14.8362,15.9256,2.8500,2.4863,2.0192
07/01/2019 14:00,46.1895,18.1892,15.2561,14.2971,1.9350,1.8030,1.6196
07/01/2019 15:00,44.5973,8.8963,12.0116,7.3148,1.3425,0.7270,1.6639
07/01/2019 16:00,7.4890,7.4616,7.2372,4.1568,0.7167,0.2018,0.9534
07/01/2019 17:00,2.4710,2.2011,2.6493,2.2939,0.2705,0.0013,0.1655
07/01/2019 18:00,0.3651,0.1055,0.2669,0.2666,0.0487,0.0000,0.0000
07/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 05:00,0.4850,0.3028,0.0157,0.0391,0.0000,0.0428,0.0000
08/01/2019 06:00,9.5489,12.3999,1.4351,1.3487,0.5441,1.4590,0.7485
08/01/2019 07:00,67.7897,30.5124,5.3340,5.1040,2.6672,5.4238,3.1770
08/01/2019 08:00,128.8461,36.5999,10.0902,9.7921,6.6737,10.7390,7.0485
08/01/2019 09:00,140.4702,39.1509,13.3058,13.4709,9.7761,13.7233,13.0309
08/01/2019 10:00,144.6476,40.2126,16.6320,16.4151,14.6661,16.5310,13.1769
08/01/2019 11:00,142.4230,39.6329,18.2779,17.5256,14.9674,14.0743,13.5645
08/01/2019 12:00,128.8658,38.4133,18.4440,17.5180,14.8142,12.5205,14.1776
08/01/2019 13:00,92.1173,37.3778,17.6686,17.1687,13.5465,8.9055,17.5419
08/01/2019 14:00,65.5123,34.5741,15.6163,14.8384,7.7130,10.7365,16.0661
08/01/2019 15:00,38.4115,26.6181,11.9948,10.3100,6.2794,11.7448,12.8304
08/01/2019 16:00,28.4525,10.9479,7.3958,6.2275,3.3134,3.3993,3.2167
08/01/2019 17:00,11.0447,3.9630,2.7873,2.5174,1.1996,0.9523,1.2052
08/01/2019 18:00,0.4886,0.3662,0.2984,0.2403,0.2350,0.0000,0.0794
08/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 05:00,1.3760,0.3041,0.0543,0.0616,0.0000,0.1098,0.1579
09/01/2019 06:00,50.6496,11.4912,1.5920,1.6008,0.6745,1.6730,7.4778
09/01/2019 07:00,107.4299,30.0691,5.1698,5.3750,2.0989,2.2728,6.6153
09/01/2019 08:00,141.4973,37.6500,10.3060,8.9357,2.2507,3.2763,7.8263
09/01/2019 09:00,107.5912,34.3058,12.8196,12.7213,3.3530,5.1590,9.1115
09/01/2019 10:00,108.2501,25.3493,11.1806,15.1231,5.1321,7.2205,10.3631
09/01/2019 11:00,128.5684,31.5623,8.7122,13.9909,7.6706,8.8865,12.6053
09/01/2019 12:00,59.8828,29.9242,11.3220,14.5150,10.9063,17.3560,14.7738
09/01/2019 13:00,91.2738,25.8457,14.6360,15.3686,15.6464,16.4588,14.1759
09/01/2019 14:00,119.0636,17.0734,15.3244,14.7838,15.0189,6.7123,15.0079
09/01/2019 15:00,124.0244,25.7002,11.8217,11.6169,6.4039,4.8913,15.1609
09/01/2019 16:00,52.7818,23.7707,7.3111,7.5132,2.7376,2.9495,10.9646
09/01/2019 17:00,15.3434,9.4045,2.6539,2.7455,1.3061,2.0058,8.9497
09/01/2019 18:00,0.7845,0.3142,0.2483,0.2307,0.4829,0.1268,0.5179
09/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 05:00,0.2076,0.0961,0.0000,0.0000,0.0000,0.0730,0.0000
10/01/2019 06:00,3.6328,3.7977,0.2840,0.8227,0.7202,1.4425,1.3335
10/01/2019 07:00,9.4462,11.6764,1.2695,3.4168,2.5772,6.2913,7.9021
10/01/2019 08:00,23.8327,17.8526,4.5305,7.5245,9.5092,9.4068,7.1558
10/01/2019 09:00,72.4281,34.0698,9.9483,9.1026,6.7790,4.9063,7.4525
10/01/2019 10:00,78.9096,25.8261,13.9407,9.8564,4.6647,3.4555,8.7789
10/01/2019 11:00,87.2944,20.5017,14.0928,9.0141,4.4838,7.4648,11.7188
10/01/2019 12:00,96.6449,14.9910,13.5872,8.5659,7.3965,6.9780,11.0982
10/01/2019 13:00,76.2086,16.0266,15.4323,6.9416,6.9361,6.5073,13.2635
10/01/2019 14:00,31.4664,14.2953,15.0929,1.8476,2.9744,3.7845,9.3246
10/01/2019 15:00,22.9871,8.1826,12.0360,3.5718,2.5095,5.0638,7.8133
10/01/2019 16:00,21.2004,3.7683,7.6618,2.8088,2.2492,4.5213,9.5198
10/01/2019 17:00,8.1567,1.3026,1.8757,1.1065,1.5477,3.5545,8.8576
10/01/2019 18:00,0.9641,0.2930,0.1736,0.1103,0.4025,0.0555,0.4144
10/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 05:00,0.5261,0.0081,0.0000,0.0000,0.0000,0.0210,0.0312
11/01/2019 06:00,17.3512,1.1091,0.8171,0.6777,0.4489,1.1643,0.8990
11/01/2019 07:00,97.2793,3.3076,2.8644,3.1177,2.1513,3.7860,3.5841
11/01/2019 08:00,101.1025,15.4225,5.4287,7.1034,4.7348,10.8098,14.0200
11/01/2019 09:00,61.0966,15.2129,11.0588,8.2907,12.9450,17.2660,18.0667
11/01/2019 10:00,62.2120,17.0635,11.3572,10.4332,15.0934,16.7855,18.1148
11/01/2019 11:00,27.6142,7.9876,11.8518,11.1748,14.7759,10.0695,17.7327
11/01/2019 12:00,21.5657,10.1800,18.0604,6.9388,8.4504,4.8355,17.9382
11/01/2019 13:00,83.8372,21.7190,17.7663,12.2292,4.1271,10.7140,18.5749
11/01/2019 14:00,73.5833,8.4305,15.5182,12.1246,9.6036,6.1375,16.4339
11/01/2019 15:00,22.7418,3.4586,12.1594,8.1203,2.7703,2.6778,16.5832
11/01/2019 16:00,14.6427,0.9976,7.9355,5.7651,5.4460,3.2623,11.1194
11/01/2019 17:00,5.9449,0.6219,1.5239,2.8353,2.6299,1.1600,3.5687
11/01/2019 18:00,1.9950,0.0134,0.0681,0.1702,0.6856,0.0968,0.2607
11/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 05:00,1.1167,0.1061,0.0180,0.0000,0.0126,0.3108,0.1687
12/01/2019 06:00,28.2400,3.3481,1.2305,0.8943,2.2751,8.0380,5.8313
12/01/2019 07:00,99.3260,10.0299,4.8891,3.9247,11.3719,14.6125,15.0565
12/01/2019 08:00,133.6564,16.3726,10.0568,8.4286,13.8240,15.9053,17.0103
12/01/2019 09:00,132.3538,18.9525,13.5868,11.3331,15.1912,17.0700,17.7528
12/01/2019 10:00,131.8251,15.3694,12.8548,11.3022,15.6514,17.2568,18.3032
12/01/2019 11:00,123.3616,6.0531,8.5733,11.9895,15.8641,17.4435,18.2172
12/01/2019 12:00,122.0499,4.5995,17.2074,13.7422,15.9761,16.9713,17.6979
12/01/2019 13:00,111.0169,5.2125,17.7504,13.8234,15.5934,15.2663,18.7555
12/01/2019 14:00,117.5353,8.4379,15.7296,14.9127,14.7226,12.2995,18.4308
12/01/2019 15:00,132.6871,14.4202,11.9344,9.2710,14.2194,15.5790,17.6471
12/01/2019 16:00,96.4294,17.1120,8.2994,7.0023,14.1726,13.4063,13.9688
12/01/2019 17:00,45.3813,4.7287,4.0226,3.0117,9.4869,5.6125,8.0470
12/01/2019 18:00,5.1790,1.1252,0.2596,0.3403,2.5503,0.1828,0.7569
12/01/2019 19:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 20:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 21:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 22:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2019 23:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/2019 00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/2019 01:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/2019 02:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/2019 03:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/2019 04:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/2019 05:00,0.1008,0.0616,0.0000,0.0170,0.0000,0.0000,0.0610
13/01/2019 06:00,8.4870,5.4624,0.6373,1.2503,0.2095,0.6070,3.1002
13/01/2019 07:00,58.9313,25.7409,3.2117,2.7411,1.9500,4.5808,9.4220
13/01/2019 08:00,133.1486,36.4739,9.6485,7.8338,7.4650,13.6198,16.0346
13/01/2019 09:00,141.5617,38.6798,14.1587,13.0769,11.0411,14.7845,17.4577
13/01/2019 10:00,143.4082,37.5688,15.9863,15.6036,13.5941,17.4193,18.3252
13/01/2019 11:00,143.2861,40.0101,18.0557,17.9202,15.9912,17.7023,18.3955
